LocationType,Location,TimeFrame,DataFormat,Data
County,Bee,2016,Percent,0.27
County,Bee,1989,Percent,0.274
County,Bee,1993,Percent,0.282
County,Bee,1995,Percent,0.282
County,Bee,1997,Percent,0.265
County,Bee,1998,Percent,0.241
County,Bee,1999,Percent,0.24
County,Bee,2000,Percent,0.282
County,Bee,2001,Percent,0.294
County,Bee,2002,Percent,0.287
County,Bee,2003,Percent,0.246
County,Bee,2004,Percent,0.249
County,Bee,2005,Percent,0.291
County,Bee,2017,Percent,0.266
County,Bee,2018,Percent,0.267
County,Bee,2019,Percent,0.24
County,Bee,2019,Number,5938
County,Bee,2018,Number,6607
County,Bee,2017,Number,6597
County,Bee,2016,Number,6798
County,Bee,2014,Number,6261
County,Bee,2015,Number,5884
County,Bee,2013,Number,6293
County,Bee,2012,Number,6833
County,Bee,2011,Number,7249
County,Bee,2010,Number,6623
County,Bee,2009,Number,6971
County,Bee,2008,Number,7090
County,Bee,2007,Number,5492
County,Bee,2006,Number,6885
County,Bee,1989,Number,6710
County,Bee,1993,Number,6740
County,Bee,1995,Number,7004
County,Bee,1997,Number,6582
County,Bee,1998,Number,5951
County,Bee,1999,Number,5932
County,Bee,2000,Number,6965
County,Bee,2001,Number,7288
County,Bee,2002,Number,7167
County,Bee,2003,Number,6109
County,Bee,2004,Number,6125
County,Bee,2005,Number,7103
County,Bee,2020,Number,5685
County,Bee,2020,Percent,0.231
County,Bee,2021,Number,6383
County,Bee,2021,Percent,0.271
County,Bee,2022,Number,6613
County,Bee,2022,Percent,0.287
County,Bell,1989,Number,27629
County,Bell,1993,Number,33424
County,Bell,1995,Number,31516
County,Bell,1997,Number,31852
County,Bell,1998,Number,31453
County,Bell,1999,Number,27607
County,Bell,2000,Number,28709
County,Bell,2001,Number,29585
County,Bell,2002,Number,29624
County,Bell,2003,Number,35568
County,Bell,2004,Number,32572
County,Bell,2005,Number,33102
County,Bell,2006,Number,31989
County,Bell,2007,Number,36167
County,Bell,2008,Number,36859
County,Bell,2009,Number,42158
